"X1","X2","X3","X4","X5"
1,2,3,4,5
0.253075428959683,0.249838736553295,0.24978645033083,0.247198791417562,0.246780266801708
-701.237146049427,-699.319253232752,-699.304268260015,-697.580510229643,-697.461012827941
0,1.91789281667536,1.9328777894118,3.6566358197847,3.77613322148579
0.411,0.157,0.156,0.066,0.062
