"predictor","beta.est","beta.se"
"(Intercept)",-3.37264679281762,0.679984638201372
"imp",-0.00626087547099287,0.0159954438685737
"can",0.0102764309551177,0.0100137456585611
"imp:can",1.86865677420023e-05,6.65776439758413e-05
"I(imp^2)",-4.56443631786683e-05,0.000149887547145273
"I(can^2)",-2.26506254711883e-05,5.29208523783256e-05
