"predictor","beta.est","beta.se"
"(Intercept)",-2.96181451665226,0.562684565082347
"imp",-0.0107261046360481,0.017155066592624
"can",0.00552316045619763,0.0081484546960539
"imp:can",-2.42570101676685e-06,7.19103735350971e-05
"I(imp^2)",-0.000115531156127348,0.000249636825675975
"I(can^2)",-5.08069315537883e-06,4.42545909325342e-05
