"predictor","beta.est","beta.se"
"(Intercept)",-3.50620867709829,0.724656486951498
"imp",-0.00496274399709438,0.0164872164564891
"can",0.00109905701950314,0.011310153662841
"imp:can",2.14328100183728e-06,8.60268092502549e-05
"I(imp^2)",-3.95501084799243e-05,0.000142214969389083
"I(can^2)",-2.4667495917658e-05,6.72057102222779e-05
