"predictor","beta.est","beta.se"
"(Intercept)",0.296938157637417,0.0439537087365564
"imp",0.0050022169043996,0.00198510342385035
"can",0.00352345457639458,0.00150324190895286
"imp:can",-5.47370450952989e-08,2.05593800166494e-05
"I(imp^2)",-7.39935381462487e-05,2.48278979156404e-05
"I(can^2)",-3.37265605822976e-05,1.36888752443623e-05
