"predictor","beta.est","beta.se"
"(Intercept)",0.158667299456477,0.0266284989592227
"imp",-0.00243299167207456,0.000803287210814221
"can",0.00173467600642146,0.000613154798272819
"imp:can",-6.40731127519592e-06,9.66020123287245e-06
"I(imp^2)",3.34548081168795e-06,5.85445548810507e-06
"I(can^2)",8.66059038958899e-08,3.31186533481351e-06
