"predictor","beta.est","beta.se"
"(Intercept)",-6.28726201601437,2.86282008372244
"imp",-0.00067235629696893,0.0927719196301815
"can",0.00735509448451585,0.0421359781296652
"imp:can",4.67254631825528e-05,0.000361915414775585
"I(imp^2)",-0.000332515852035537,0.00172306212448541
"I(can^2)",-4.36245592825516e-06,0.000223082654713265
