"predictor","beta.est","beta.se"
"(Intercept)",0.00575651307539866,0.00655861299995178
"imp",-1.65194124766435e-05,0.0001865963223543
"can",6.21156009338199e-05,0.000154748044875007
"imp:can",5.26711089183936e-06,2.96365703921022e-06
"I(imp^2)",-4.94952980446007e-07,1.64568858256355e-06
"I(can^2)",-1.13406641155925e-06,1.0915593967536e-06
