"predictor","beta.est","beta.se"
"(Intercept)",-2.31112142057985,0.567109817117275
"imp",0.0371544486219948,0.0156812716848413
"can",-0.0114871949789494,0.0100718260885966
"imp:can",2.78227352714995e-05,8.5408977143209e-05
"I(imp^2)",-3.65548148603164e-05,8.62766077782881e-05
"I(can^2)",7.6006352791919e-06,5.89959167915992e-05
