"predictor","beta.est","beta.se"
"(Intercept)",-0.448577440605328,0.396944965183697
"imp",-0.00474152357132267,0.00945061636019485
"can",-0.000981574103644216,0.00839538368999476
"imp:can",2.20201554660952e-05,7.6676834562228e-05
"I(imp^2)",-2.58031678231788e-05,5.96925272217942e-05
"I(can^2)",-3.69078288940551e-05,4.53801652493697e-05
