"X1","X2","X3","X4","X5"
1,2,3,4,5
0.0661184267997136,-1.25745114503524e-15,0.000760056919539398,0.0944194481187316,0.0139247116697323
211.398540395178,211.912949246503,212.875498737438,213.941171077317,213.958119959176
0,0.514408851324959,1.47695834226039,2.54263068213945,2.5595795639978
0.249,0.193,0.119,0.07,0.069
