SubsetSppID,AOU,CommonName,Route Expected,MeanN,logN,MeanLogN,AbundClass,Mass(g),logMass,66-04Trend,TrConf,NumRoutes2002,Brange_Area_km2,log_Brange_Area,Mean_Rel_Im,new_Im,Num_routes,migclass,migclass1,BiomeH,BiomeH_noMex,NumBiomes,OMI,Tol,1yr Prop,5yr Prop,10yr Prop,Foraging,Trophic Group,,,
114,4760,Yellow-billed Magpie,12,20.767628668,1.3173869099,1.1620447839,High,158,2.198657087,0.1,B,23,83425.6528647,4.921299614,0.37154,0.32566,21,resid,resid,1.3105183844,1.3105183844,9,4.5344839865,0.0590185451,0.583,0.583,0.583,ground glean,omnivore,,0.62846,0.67434
115,4770,Blue Jay,602,11.835194514,1.0731754001,0.8915146776,High,87,1.9395192526,-1.1,B,1552,6654836.33512662,6.8231373792,0.52591,0.52512,1341,short,migrant,1.5451753441,1.5451753441,17,2.085540126,1.2411724089,0.92,0.945,0.96,ground glean,omnivore,,0.47409,0.47488
116,4780,Steller's Jay,150,8.4521794635,0.9269687098,0.6568857413,High,128,2.1072099696,0.3,B,293,3101403.3198112,6.4915582474,0.55616,0.52811,216,resid,resid,3.0244071404,2.7252762536,30,5.7823448342,0.8018807167,0.473,0.587,0.593,ground glean,omnivore,,0.44384,0.47189
118,4810,Western Scrub-Jay,104,9.8207683073,0.9921454652,0.626768092,High,96.25,1.9834007382,0.6,B,198,2283684.4394755,6.3586360927,0.51615,0.48521,145,resid,resid,2.948942368,2.7489900621,30,3.9374634977,0.5453514545,0.433,0.51,0.548,ground glean,omnivore,,0.48385,0.51479
121,4840,Gray Jay,115,4.1280948182,0.615749664,0.4064744153,Med,73,1.8633228601,-0.1,Y,207,7269013.74695426,6.8614754902,0.37109,0.3247,138,resid,resid,1.5671756261,1.5671756261,25,5.6702917738,1.3369276167,0.243,0.426,0.513,ground glean,omnivore,,0.62891,0.6753
122,4860,Common Raven,327,7.2514310278,0.8604237205,0.5521261721,Med,1207.5,3.0818871394,2.5,B,988,15137567.0378782,7.1800560795,0.45843,0.44716,850,resid,resid,2.7447385004,2.594893843,41,2.1779770449,2.0600042068,0.673,0.841,0.878,ground glean,omnivore,,0.54157,0.55284
123,4870,Chihuahuan Raven,32,8.9273364806,0.9507219041,0.6936775251,High,524.25,2.7195384391,-0.5,Y,55,1378259.97455,6.1393311442,0.4727,0.43262,47,resid,resid,2.0009866339,1.9508524512,20,8.2900800082,0.2414568128,0.469,0.531,0.625,ground glean,omnivore,,0.5273,0.56738
124,4880,American Crow,768,32.17991018,1.5075848276,1.2880338358,High,458,2.660865478,0.9,B,2022,11434695.2937581,7.0582245962,0.51644,0.50811,1811,short,migrant,2.1937056525,2.1937056525,35,0.8388616052,1.2090053055,0.883,0.919,0.936,ground glean,omnivore,,0.48356,0.49189
125,4890,Northwestern Crow,15,25.541702742,1.4072498462,1.035848199,High,391.5,2.5927317664,0.8,Y,25,395247.111984263,5.5968687053,0.33315,0.32789,29,resid,resid,1.70395759,1.70395759,13,10.61906564,1.4109645614,0.4,0.533,0.6,ground glean,omnivore,,0.66685,0.67211
127,4900,Fish Crow,163,6.8063309699,0.8329130636,0.5696760708,Med,274.75,2.4389377011,0.8,Y,320,971342.466843718,5.9873723764,0.38926,0.37198,208,short,migrant,1.2020287054,1.2020287054,9,6.9133451791,0.7231178525,0.669,0.828,0.883,ground glean,omnivore,,0.61074,0.62802
128,4910,Clark's Nutcracker,129,4.2176029056,0.6250656878,0.39855407,Low,135.75,2.1327398383,2.5,B,121,2249913.9423003,6.352165907,0.38636,0.3682,89,resid,resid,2.3105939581,2.3105939581,25,10.167668583,0.8785147891,0.147,0.318,0.372,foliage glean,omnivore,,0.61364,0.6318
129,4920,Pinyon Jay,87,13.582406765,1.1329767326,0.7644636872,High,103,2.0128372247,-4.2,B,91,1598313.9814385,6.2036620985,0.31446,0.30137,85,resid,resid,2.1640201441,2.1640201441,21,10.403182297,0.2696562925,0.253,0.368,0.402,ground glean,omnivore,,0.68554,0.69863
130,4930,European Starling,817,45.218546417,1.6553165975,1.2184166905,High,85,1.9294189257,-1,B,1942,14634616.5870386,7.1653813488,0.34918,0.33865,1762,short,migrant,2.4653900717,2.4368893828,41,0.4037153155,1.1117078097,0.831,0.922,0.949,ground glean,insectivore,,0.65082,0.66135
132,4940,Bobolink,351,10.836970097,1.034907875,0.6644159463,High,28.75,1.458637849,-1.7,Y,562,3874361.38140265,6.5882001271,0.34604,0.3367,484,neotrop,migrant,1.4274385168,1.4274385168,20,2.0636731725,0.3401070427,0.544,0.678,0.727,ground glean,insct/om,,0.65396,0.6633
133,4950,Brown-headed Cowbird,799,12.785525739,1.1067185909,0.837255812,High,45,1.6532125138,-1.2,Y,2111,11229801.7153201,7.050372088,0.52131,0.50809,1729,short,migrant,2.61191434,2.588706061,38,0.263418275,0.941716143,0.887,0.969,0.984,ground glean,insectivore,,0.47869,0.49191
134,4960,Bronzed Cowbird,17,6.1353125,0.7878366883,0.4470051383,High,60,1.7781512504,0.1,B,28,2394450.0616512,6.3792057839,0.5106,0.4647,16,short,migrant,3.2264440718,2.1792346521,19,9.9627029955,0.3350293071,0.412,0.647,0.765,ground glean,insectivore,,0.4894,0.5353
136,4970,Yellow-headed Blackbird,247,17.763091117,1.2495185435,0.6759995036,High,64.5,1.8095597146,0.9,Y,295,4746512.02072944,6.6763745851,0.27093,0.24865,199,neotrop,migrant,1.944686199,1.944686199,23,3.6579780121,0.3636834382,0.324,0.457,0.518,ground glean,insectivore,,0.72907,0.75135
137,4980,Red-winged Blackbird,818,56.532939754,1.7523015697,1.3130674477,High,53,1.7242758696,-1,Y,2127,13628331.5472805,7.1344426905,0.44528,0.43762,1893,short,migrant,2.7263049842,2.5489091016,42,0.5360312025,0.6872067337,0.891,0.945,0.96,ground glean,insectivore,,0.55472,0.56238
139,5010,Eastern Meadowlark,546,16.091842504,1.2066057733,0.874918287,High,102,2.0086001718,-2.9,Y,1134,7290312.79429423,6.8627461623,0.47048,0.45585,948,short,migrant,2.3863621977,1.8513262217,26,1.8310465525,0.9481443933,0.784,0.881,0.925,ground glean,insct/om,,0.52952,0.54415
140,5011,Western Meadowlark,365,52.586548879,1.7208746701,1.1561924681,High,112,2.0492180227,-0.9,B,850,6709058.27293478,6.826661564,0.57422,0.56704,737,short,migrant,2.4980356483,2.4958514041,30,3.1513706346,0.7553919654,0.614,0.696,0.778,ground glean,insct/om,,0.42578,0.43296
144,5040,Scott's Oriole,48,3.9706505848,0.5988616711,0.3713042525,Med,37,1.5682017241,0.8,B,66,2187870.2447343,6.3400215619,0.55373,0.50184,39,neotrop,migrant,2.6879316562,2.4636867921,28,11.189991534,0.5093824932,0.438,0.521,0.563,foliage glean,insct/om,,0.44627,0.49816
145,5050,Hooded Oriole,31,2.4080168776,0.3816595265,0.2132916292,Low,24,1.3802112417,2.8,Y,20,1128395.00871744,6.0524611565,0.46085,0.39879,16,neotrop,migrant,2.9352110571,2.6051083019,28,8.278530596,0.4536116154,0.323,0.452,0.516,foliage glean,insct/om,,0.53915,0.60121
146,5060,Orchard Oriole,459,3.8112218857,0.5810642337,0.3920697594,Low,19.5,1.2900346114,-0.8,Y,733,4788849.6224749,6.6802311997,0.54487,0.54043,527,neotrop,migrant,1.7520732745,1.7106635489,18,2.7574026584,1.4652731896,0.566,0.745,0.813,foliage glean,insct/om,,0.45513,0.45957
147,5070,Baltimore Oriole,494,4.5196337252,0.6551032407,0.4724229763,Med,34.25,1.5346605758,-0.7,Y,869,4702121.74651459,6.6722938696,0.55149,0.55744,677,neotrop,migrant,1.0955510452,1.0955510452,12,1.0436308896,0.2802867952,0.688,0.838,0.868,foliage glean,insectivore,,0.44851,0.44256
148,5080,Bullock's Oriole,186,4.2471188878,0.6280944182,0.3886379573,Med,34.25,1.5346605758,-0.9,B,347,3823592.17551792,6.5824715642,0.5215,0.48318,230,neotrop,migrant,2.65419776,2.6524139935,30,2.8929481962,0.7891589105,0.581,0.737,0.78,foliage glean,insectivore,,0.4785,0.51682
149,5090,Rusty Blackbird,85,2.3811359867,0.3767841987,0.2253154336,Low,63,1.7993405495,-10.3,Y,19,7240991.6519139,6.8597980468,0.31401,0.35852,13,short,migrant,1.3759880516,1.3759880516,14,5.7848137607,1.0385413267,0.035,0.141,0.235,ground glean,insectivore,,0.68599,0.64148
150,5100,Brewer's Blackbird,284,23.165536966,1.3648423714,0.9669977467,High,63,1.7993405495,-1.3,B,652,5267356.00140283,6.7215926717,0.41409,0.38143,534,short,migrant,2.4275370104,2.4275370104,23,2.4911702876,1.5809617094,0.648,0.768,0.824,ground glean,insectivore,,0.58591,0.61857
151,5110,Common Grackle,639,38.944950196,1.5904511528,1.2090511319,High,127,2.103803721,-1.2,B,1607,8200607.07776762,6.9138460037,0.40125,0.38825,1460,short,migrant,1.6962947426,1.6962947426,21,1.1573657798,0.5581021492,0.887,0.942,0.958,ground glean,omnivore,,0.59875,0.61175
152,5120,Great-tailed Grackle,110,18.428961039,1.2655008519,0.7038455802,High,154.5,2.1889284838,2.5,B,149,5011833.90203648,6.6999966695,0.31802,0.28409,128,resid,resid,3.3143273728,2.7245086701,32,8.7035074232,0.8438426685,0.291,0.391,0.455,ground glean,omnivore,,0.68198,0.71591
153,5130,Boat-tailed Grackle,35,31.791211052,1.5023070722,0.9086476385,High,165.5,2.2187979981,1.9,B,70,202991.128465587,5.3074770579,0.35324,0.33392,59,resid,resid,1.1649811417,1.1649811417,7,11.565696944,0.3100127132,0.543,0.743,0.771,ground glean,omnivore,,0.64676,0.66608
154,5140,Evening Grosbeak,219,4.9990004817,0.6988831786,0.4261090792,Med,59.25,1.7726883547,-1.4,B,164,3932452.53263016,6.5946634891,0.29843,0.27362,89,short,migrant,2.374528373,2.3140111647,28,2.3831525251,0.5795731014,0.196,0.47,0.575,ground glean,insct/om,,0.70157,0.72638
155,5150,Pine Grosbeak,93,2.2876511226,0.3593897933,0.2589912393,Low,56,1.748188027,1.3,Y,42,7002747.24880564,6.8452684516,0.3948,0.38473,35,short,migrant,1.7555908612,1.7555908612,24,4.9539618623,1.6040156654,0.086,0.194,0.237,foliage glean,granivore,,0.6052,0.61527
156,5170,Purple Finch,278,3.1204276427,0.4942141165,0.3151793364,Low,25,1.3979400087,-1.5,B,346,4519138.03134173,6.6550556065,0.48971,0.48473,256,short,migrant,1.7461486095,1.7461486095,25,1.586464137,0.7312578475,0.421,0.64,0.719,ground glean,granivore,,0.51029,0.51527
157,5180,Cassin's Finch,96,5.416664412,0.7337319298,0.4425345628,Low,27,1.4313637642,-2.6,B,128,1499599.53101688,6.1759752959,0.38861,0.39467,101,short,migrant,2.0346066253,2.0346066253,20,7.7948208717,0.7236545619,0.24,0.5,0.615,ground glean,granivore,,0.61139,0.60533
158,5190,House Finch,637,11.052119281,1.0434455634,0.6490622912,High,21,1.3222192947,1.2,B,1244,7552914.9382646,6.8781145937,0.38796,0.36753,932,short,migrant,2.8807067963,2.6893980116,36,0.3884225764,1.2569003206,0.67,0.84,0.887,ground glean,granivore,,0.61204,0.63247
159,5210,Red Crossbill,270,9.8253885268,0.9923497328,0.6511218929,High,39,1.591064607,-1,B,179,6740299.54446181,6.8286791974,0.34833,0.30302,148,short,migrant,2.6333343139,2.4695684478,32,3.3168380011,1.0248128372,0.196,0.337,0.4,foliage glean,granivore,,0.65167,0.69698
160,5220,White-winged Crossbill,149,10.920839346,1.0382560183,0.612519454,Med,28,1.4471580313,0.6,Y,60,8040345.38915893,6.9052747051,0.27833,0.25352,59,short,migrant,1.5951621815,1.5830714883,22,6.2834686758,1.0912950265,0.074,0.248,0.315,foliage glean,granivore,,0.72167,0.74648
161,5240,Gray-crowned Rosy-Finch,36,3.8333333333,0.5835765856,0.6989700043,Low,26.33,1.4204508591,,,1,2246597.9091607,6.3515253504,,,,short,migrant,1.9154468406,1.9154468406,20,20.020166409,0,0,0,0,ground glean,granivore,,1,1
165,5280,Common Redpoll,23,18.772441303,1.2735207551,0.9466528777,High,13,1.1139433523,,,58,4978166.13852512,6.6970693864,0.45781,0.46339,45,short,migrant,1.4605723626,1.4605723626,7,11.995226385,0.4506115643,0.696,0.826,0.87,foliage glean,granivore,,0.54219,0.53661
166,5290,American Goldfinch,636,10.924086617,1.038385135,0.8011820673,High,13.25,1.1222158783,0,Y,1500,7510163.71255178,6.8756494042,0.45045,0.44034,1312,short,migrant,1.8518695111,1.8518695111,21,0.7956868369,0.5135819776,0.794,0.884,0.91,foliage glean,granivore,,0.54955,0.55966
167,5300,Lesser Goldfinch,117,6.0339736899,0.7806034122,0.4817614549,High,10,1,-0.7,B,152,3943412.80265277,6.5958722421,0.47921,0.41412,117,short,migrant,3.2554345921,2.8442475063,31,3.7513779212,0.3902227805,0.35,0.538,0.632,foliage glean,granivore,,0.52079,0.58588
169,5330,Pine Siskin,274,10.821748768,1.0342974474,0.6773900399,Med,15,1.1760912591,-2.3,B,352,7782690.90161327,6.8911297823,0.40068,0.36477,261,short,migrant,2.501085758,2.4258120043,35,4.8228024136,1.649073427,0.292,0.504,0.617,foliage glean,granivore,,0.59932,0.63523
173,5380,Chestnut-collared Longspur,24,20.248791486,1.3063991082,0.8757051024,High,19,1.278753601,-2.7,Y,58,796749.008608721,5.9013215318,0.33439,0.32469,49,short,migrant,0.2010832715,0.2010832715,5,4.7608487469,0.0746185879,0.292,0.375,0.458,ground glean,insct/om,,0.66561,0.67531
174,5390,McCown's Longspur,24,10.524817851,1.0222145884,0.6785237832,High,23,1.361727836,-2.8,B,23,684330.553399,5.8352659304,0.4487,0.40991,22,short,migrant,0.7996599745,0.7996599745,7,6.0314336695,0.1987651838,0.042,0.125,0.208,ground glean,insct/om,,0.5513,0.59009
175,5400,Vesper Sparrow,543,12.328719605,1.0909179754,0.674116242,High,27,1.4313637642,-1.1,B,703,7376295.00366455,6.8678382773,0.55489,0.53172,573,short,migrant,1.9711644614,1.9711644614,25,3.5416053796,1.13157477,0.39,0.538,0.608,ground glean,insct/om,,0.44511,0.46828
176,5420,Savannah Sparrow,511,14.684270647,1.1668523804,0.7510163,High,21.33,1.3289908554,-0.8,Y,873,13733796.9339185,7.1377906217,0.46167,0.44879,722,short,migrant,2.3794374586,2.3436846394,36,2.6602403193,1.0749421284,0.55,0.695,0.734,ground glean,insct/om,,0.53833,0.55121
177,5450,Baird's Sparrow,37,5.7672031746,0.7609652516,0.4613599932,Low,18,1.2552725051,-3.9,B,32,1165631.3581056,6.0665612224,0.49225,0.43021,21,neotrop,migrant,0.4927874543,0.4927874543,7,5.7652035795,0.0950486729,0.216,0.324,0.405,ground glean,insct/om,,0.50775,0.56979
178,5460,Grasshopper Sparrow,518,6.6762328556,0.8245314757,0.4535975984,Med,17,1.2304489214,-3.8,B,618,5212162.55207486,6.7170179516,0.42174,0.41587,431,neotrop,migrant,1.7137379874,1.5675282159,33,0.8880963337,0.648038201,0.34,0.517,0.627,ground glean,insct/om,,0.57826,0.58413
179,5470,Henslow's Sparrow,182,1.7616071429,0.2459090626,0.152484629,Low,13,1.1139433523,-8.7,Y,36,1091365.633931,6.0379702741,0.21228,0.15945,16,short,migrant,0.5495157439,0.5495157439,5,1.2494462282,0.0649133089,0.049,0.11,0.154,ground glean,insct/om,,0.78772,0.84055
180,5480,Le Conte's Sparrow,70,3.9624264845,0.5979612178,0.3828690572,Low,13,1.1139433523,-0.5,Y,71,2856276.81131997,6.4558002941,0.3673,0.41679,44,short,migrant,1.0125013969,1.0125013969,6,6.2044791136,0.1581910924,0.243,0.457,0.514,ground glean,insct/om,,0.6327,0.58321
181,5490,Saltmarsh Sharp-tailed Sparrow,25,1.9375,0.2872417112,0,Low,19,1.278753601,,,1,72570.3271139191,4.8607590807,,,0,short,migrant,0.6318001369,0.6318001369,3,3.1671814476,0.0073571881,0,0.04,0.08,ground glean,insct/om,,1,1
182,5491,Nelson's Sharp-tailed Sparrow,39,1.624113633,0.2106164119,0.1323614484,Low,19,1.278753601,2.1,Y,21,1339209.68837338,6.1268485825,0.44223,0.46544,13,short,migrant,0.9182964176,0.9182964176,3,4.8800127665,0.5913684442,0.103,0.359,0.462,ground glean,insct/om,,0.55777,0.53456
183,5500,Seaside Sparrow,35,4.866872428,0.6872499625,0.4030793746,Med,23,1.361727836,-0.2,Y,13,174044.732951521,5.2406608849,0.12883,0.12227,8,short,migrant,1.4292728286,1.4292728286,6,4.5078329178,0.4321293419,0.143,0.171,0.171,ground glean,insct/om,,0.87117,0.87773
184,5520,Lark Sparrow,332,7.0634214057,0.8490151172,0.5142933517,Med,29,1.4623979979,-2.5,Y,538,5600871.65904301,6.7482556212,0.49721,0.45507,423,neotrop,migrant,2.3852558126,2.3852545635,33,3.122304815,1.0576542253,0.386,0.548,0.614,ground glean,insct/om,,0.50279,0.54493
185,5540,White-crowned Sparrow,121,11.78129883,1.0711931719,0.6571181426,High,28.12,1.4490153163,-1.3,B,221,7328605.19832839,6.8650213263,0.44971,0.46109,173,short,migrant,2.0875142449,2.0875142449,25,7.2163865989,2.3958122499,0.314,0.438,0.521,ground glean,insct/om,,0.55029,0.53891
186,5570,Golden-crowned Sparrow,15,17.166314935,1.2346770759,0.6748258267,High,29.8,1.4742162641,,,20,1666075.73890554,6.2216947403,0.47673,0.42302,12,short,migrant,1.9000847808,1.9000847808,11,9.0669364521,0.2587698546,0.333,0.4,0.467,ground glean,insct/om,,0.52327,0.57698
187,5580,White-throated Sparrow,174,22.447861106,1.3511749665,0.9613750056,High,25.9,1.4132997641,-0.7,B,350,5639928.0997542,6.7512735674,0.52905,0.52444,325,short,migrant,0.9260269545,0.9260269545,12,3.4544410627,0.1353044248,0.58,0.672,0.73,ground glean,insct/om,,0.47095,0.47556
188,5590,American Tree Sparrow,17,15.256898657,1.1834662615,0.7935429117,High,20,1.3010299957,,,29,4951796.52444551,6.6947627907,0.33098,0.36578,24,short,migrant,1.3780595813,1.3780595813,9,14.448171809,0.5580906287,0.529,0.647,0.765,ground glean,insct/om,,0.66902,0.63422
189,5600,Chipping Sparrow,774,13.291934867,1.1235882045,0.8828447866,High,12,1.079181246,-0.2,Y,1749,13334726.0555265,7.1249840981,0.583,0.56737,1530,neotrop,migrant,2.6898745096,2.5596559544,40,0.3664386006,0.781101295,0.758,0.818,0.851,ground glean,insct/om,,0.417,0.43263
190,5610,Clay-colored Sparrow,115,16.086075236,1.2064500956,0.8030705177,High,12,1.079181246,-1.2,Y,255,3207890.83149681,6.5062195803,0.53375,0.51962,222,neotrop,migrant,1.4066280433,1.4066280433,8,5.9662646245,0.2121037744,0.565,0.696,0.73,ground glean,insct/om,,0.46625,0.48038
191,5620,Brewer's Sparrow,165,15.380067515,1.1869582419,0.7858928584,High,11,1.0413926852,-2.8,B,258,3221811.00472995,6.5081000606,0.5093,0.51381,198,neotrop,migrant,2.312102089,2.312102089,25,9.3727255895,0.3909083224,0.424,0.564,0.6,ground glean,insct/om,,0.4907,0.48619
192,5630,Field Sparrow,478,7.0239272031,0.8465800018,0.6211190331,Med,13,1.1139433523,-3,Y,909,3994226.53994148,6.601432693,0.50959,0.504,712,short,migrant,1.2096731596,1.2096731596,12,1.4073856744,0.5318772006,0.724,0.839,0.889,ground glean,insct/om,,0.49041,0.496
193,5650,Black-chinned Sparrow,26,5.8028911565,0.7636444247,0.3038213006,Low,12,1.079181246,-5.3,Y,15,806034.853018764,5.9063538211,0.34977,0.3495,13,short,migrant,2.5156119623,2.3615541126,27,9.4722709219,0.3312993788,0.154,0.269,0.308,ground glean,insct/om,,0.65023,0.6505
194,5660,Dark-eyed Junco,344,13.427780625,1.1280042374,0.7715133868,High,19.75,1.2955671,-1.5,B,16,10128696.7259818,7.0055535677,0.54599,0.51457,6,short,migrant,2.1740398489,2.1740398489,33,3.6739280209,1.1651232541,0.445,0.552,0.605,ground glean,insct/om,,0.45401,0.48543
196,5730,Black-throated Sparrow,89,19.952066853,1.2999878913,0.8938265527,High,14,1.1461280357,-4.1,B,160,2839591.07886,6.4532558031,0.55227,0.54234,132,short,migrant,2.7364946976,2.6381072262,29,12.443266355,0.6950680773,0.472,0.539,0.607,ground glean,insct/om,,0.44773,0.45766
197,5740,Sage Sparrow,65,11.568674235,1.0632835918,0.6937704051,High,19,1.278753601,0,Y,102,1088536.44192191,6.0368429729,0.53459,0.49811,76,short,migrant,2.0910393402,2.0910393402,20,10.841274929,0.512228084,0.308,0.446,0.538,ground glean,insct/om,,0.46541,0.50189
199,5750,Bachman's Sparrow,233,3.0412567231,0.483053082,0.3181166347,Med,19.5,1.2900346114,-2,Y,57,960372.21985486,5.982439589,0.40771,0.32712,24,short,migrant,1.1558035146,1.1558035146,7,10.601844262,0.1403044146,0.103,0.15,0.18,ground glean,insct/om,,0.59229,0.67288
201,5780,Cassin's Sparrow,53,22.824089176,1.3583934555,0.8841211516,High,19,1.278753601,-2.2,B,132,2033974.42793307,6.3083454885,0.55419,0.49931,100,short,migrant,2.1946496065,2.1823185433,22,7.0289418438,0.2497222379,0.453,0.736,0.755,ground glean,insct/om,,0.44581,0.50069
203,5800,Rufous-crowned Sparrow,31,4.2274874177,0.6260823237,0.3854705402,Low,18.25,1.2612628688,-1.5,Y,50,1186593.81049951,6.0743020786,0.50576,0.42499,30,resid,resid,2.8035025409,2.5017442333,28,6.5416321375,0.5731440685,0.419,0.581,0.645,ground glean,insct/om,,0.49424,0.57501
204,5810,Song Sparrow,648,18.960611292,1.2778523349,0.9687472517,High,21.33,1.3289908554,-0.6,Y,1540,10286032.3368548,7.0122478853,0.59866,0.58544,1365,short,migrant,2.3237278632,2.2937313899,36,0.8293453961,0.6142054481,0.841,0.901,0.917,ground glean,insct/om,,0.40134,0.41456
205,5830,Lincoln's Sparrow,171,5.6452964146,0.7516867501,0.4749603795,Med,17,1.2304489214,1.4,Y,257,7537362.18669638,6.8772193846,0.49875,0.47626,200,neotrop,migrant,1.8059132,1.8059132,32,5.4727993642,1.0489726405,0.345,0.468,0.532,ground glean,insct/om,,0.50125,0.52374
206,5840,Swamp Sparrow,331,3.2420351829,0.5108177235,0.3248090462,Low,17,1.2304489214,1.5,B,329,6011541.26623594,6.7789858327,0.40978,0.4132,250,short,migrant,1.0465328278,1.0465328278,15,2.5213143362,0.2721458025,0.347,0.511,0.556,ground glean,insct/om,,0.59022,0.5868
207,5850,Fox Sparrow,160,8.8043889096,0.9446992181,0.5798998392,High,32,1.5051499783,0.4,B,188,7512424.13428269,6.8757800992,0.46143,0.44863,146,short,migrant,2.0950375644,2.0950375644,27,4.5059491309,0.8593048644,0.238,0.331,0.394,ground glean,insct/om,,0.53857,0.55137
209,5870,Eastern Towhee,487,9.7971774655,0.9911009749,0.6957095106,High,42,1.6232492904,-1.7,Y,924,3153320.25462188,6.4987680804,0.57022,0.55527,698,short,migrant,1.1044742231,1.1044742231,11,4.2988790091,1.2550193493,0.721,0.862,0.908,ground glean,insct/om,,0.42978,0.44473
210,5880,Spotted Towhee,196,10.853999936,1.0355898147,0.6803743656,High,42,1.6232492904,0.2,B,401,3541674.47824666,6.5492086419,0.50123,0.50626,302,short,migrant,2.602297678,2.5014047625,29,3.7195018266,1.0654158712,0.52,0.617,0.699,ground glean,insct/om,,0.49877,0.49374
211,5900,Green-tailed Towhee,109,8.8611217088,0.9474887017,0.5897630384,High,29,1.4623979979,-0.4,B,179,1735700.17463824,6.2394747072,0.48347,0.4937,130,neotrop,migrant,2.2598450338,2.2598450338,23,10.217043495,0.6185158896,0.422,0.514,0.56,ground glean,insct/om,,0.51653,0.5063
212,5910,Canyon Towhee,28,4.5593843006,0.6589061995,0.4283230943,Med,44,1.6434526765,-1.6,B,60,1640525.41506379,6.2149829629,0.46201,0.44472,41,resid,resid,2.3396854694,2.090578951,22,7.4753640035,0.405600321,0.679,0.75,0.786,ground glean,insct/om,,0.53799,0.55528
213,5911,California Towhee,26,13.933337302,1.1440551507,0.8196853465,High,53.75,1.7303784686,-0.4,B,53,392712.1554524,5.594074344,0.5458,0.54388,48,resid,resid,2.1782224141,2.0683615241,15,5.4835177845,0.1957627311,0.538,0.538,0.654,ground glean,insct/om,,0.4542,0.45612
214,5920,Abert's Towhee,11,4.2465838509,0.6280397039,0.4409763215,Low,46.25,1.6651117371,-0.1,B,12,170296.323885,5.2312052731,0.33325,0.33274,11,resid,resid,1.6876359741,1.6876359741,13,14.108166626,0.490976137,0.636,0.727,0.818,ground glean,insct/om,,0.66675,0.66726
215,5930,Northern Cardinal,543,27.65276305,1.4417385323,1.2265080785,High,47.25,1.6744018128,0.1,Y,1353,5835003.66214131,6.766041133,0.61382,0.6133,1203,resid,resid,2.3023598176,2.0005498629,28,3.3911560583,1.0680635389,0.899,0.926,0.936,ground glean,insct/om,,0.38618,0.3867
216,5940,Pyrrhuloxia,29,13.127704577,1.1181887949,0.609917681,High,35.5,1.5502283531,-2,B,51,1521619.2790239,6.1823060022,0.55574,0.48992,44,resid,resid,2.2567321255,2.0277078409,19,10.318747973,0.2257550989,0.414,0.621,0.655,ground glean,insct/om,,0.44426,0.51008
217,5950,Rose-breasted Grosbeak,383,3.7223357342,0.5708155415,0.3852417092,Low,46,1.6627578317,-0.8,Y,624,3766821.24624228,6.5759750113,0.52843,0.52983,422,neotrop,migrant,1.2101446635,1.2101446635,10,1.9477353446,0.283961607,0.574,0.749,0.796,foliage glean,insectivore,,0.47157,0.47017
218,5960,Black-headed Grosbeak,209,6.235867217,0.794896859,0.4913937138,Med,42.5,1.6283889301,0.7,Y,367,4520996.220144,6.6552341439,0.53117,0.51792,256,neotrop,migrant,2.6775612342,2.5228824714,31,4.4257235006,0.937194733,0.517,0.703,0.751,foliage glean,insectivore,,0.46883,0.48208
219,5970,Blue Grosbeak,298,5.3091096584,0.7250216957,0.4995520971,Med,28.5,1.45484486,1,Y,668,5299288.448266,6.7242175595,0.53842,0.53349,514,neotrop,migrant,2.7541863586,2.4842061468,32,3.2606804276,1.2427073742,0.681,0.826,0.846,ground glean,insectivore,,0.46158,0.46651
220,5980,Indigo Bunting,594,17.587752497,1.2452103454,0.9849925947,High,15,1.1760912591,-0.6,Y,1213,5859725.25562332,6.7678772538,0.62045,0.60225,1078,neotrop,migrant,1.9066256891,1.9066256891,27,2.2422783871,0.6164126213,0.793,0.85,0.869,ground glean,insct/om,,0.37955,0.39775
221,5990,Lazuli Bunting,166,4.2647559709,0.6298941859,0.3760729106,Med,15.5,1.1903316982,22.7,R,228,2819252.34734824,6.4501339507,0.45474,0.42779,140,neotrop,migrant,2.2498900981,2.2498900981,19,4.0823304413,0.9379417954,0.38,0.59,0.669,ground glean,insct/om,,0.54526,0.57221
223,6010,Painted Bunting,57,10.075479395,1.0032657192,0.6880808513,High,16,1.2041199827,-1.9,B,173,1412063.5780118,6.1498542512,0.63468,0.56951,152,neotrop,migrant,2.0705503639,2.0705503639,14,6.1254753912,0.2721048676,0.632,0.702,0.737,ground glean,insct/om,,0.36532,0.43049
224,6040,Dickcissel,270,22.157580371,1.3455223333,0.8479558024,High,29,1.4623979979,-0.9,Y,463,3458333.04134928,6.538866814,0.46882,0.44523,407,neotrop,migrant,1.2133318051,1.2133318051,12,1.6751679934,0.2379399581,0.47,0.63,0.7,ground glean,insct/om,,0.53118,0.55477
225,6050,Lark Bunting,67,57.455095833,1.7593285534,0.9865463519,High,38,1.5797835966,-1.4,B,150,1825935.611026,6.2614854587,0.46507,0.43976,132,neotrop,migrant,0.8513726417,0.8513726417,11,5.235452993,0.2235789165,0.388,0.537,0.612,ground glean,insct/om,,0.53493,0.56024
226,6070,Western Tanager,167,9.0089118774,0.9546723388,0.6520658959,High,28,1.4471580313,0.9,Y,426,3651808.31976071,6.5625079737,0.60739,0.5863,327,neotrop,migrant,2.4131490697,2.4131490697,27,5.3411235997,0.836442449,0.647,0.737,0.766,foliage glean,insectivore,,0.39261,0.4137
