"predictor","beta.est","beta.se"
"(Intercept)",-3.58787368383551,0.275247602312397
"imp",-0.183432406396009,0.0368445585184443
"can",0.00863525720627788,0.00676002377443434
"imp:can",-5.21636300410654e-05,0.000253260164999868
"I(imp^2)",0.000948306116020403,0.00043444464798241
"I(can^2)",-7.65380430005861e-05,5.20720792015105e-05
