"predictor","beta.est","beta.se"
"(Intercept)",-3.1631096466777,0.254990587073439
"imp",-0.0204613916662953,0.00945256476416346
"can",0.00158600427526922,0.00783172312120353
"imp:can",-5.91052796453344e-05,0.000112358822041328
"I(imp^2)",-9.67861948094205e-06,7.54110425779273e-05
"I(can^2)",-9.0568402927455e-05,6.28554658525509e-05
