"X1","X2","X3","X4","X5"
1,2,3,4,5
0.077,0.072,0.07,0.067,0.068
1432.70112157493,1434.53732534051,1438.88250543686,1439.30148599,1439.52833027953
0,1.83620376557474,6.1813838619305,6.60036441506236,6.82720870459661
0.656,0.262,0.03,0.024,0.022
