"predictor","beta.est","beta.se"
"(Intercept)",-5.77809162071188,0.646981812183946
"imp",-0.0510608439831578,0.042510632232983
"can",0.00677198251595832,0.0127623532361398
"imp:can",0.000100594090260118,0.000274027839067203
"I(imp^2)",-0.000222271621282344,0.000675751292503432
"I(can^2)",3.4187699181594e-05,7.122788147282e-05
