"predictor","beta.est","beta.se"
"(Intercept)",-1.8414519211392,0.143991121873876
"imp",0.0309721616646905,0.00517920120353747
"can",-0.0162155175252203,0.00402633229214656
"imp:can",0.000227008463087973,0.000101167705782157
"I(imp^2)",-9.01212377393779e-05,4.95117978558385e-05
"I(can^2)",-5.85905283483768e-06,2.57221740717804e-05
