"predictor","beta.est","beta.se"
"(Intercept)",-4.18354246242152,0.556975638448577
"imp",-0.0658533979418575,0.0311995115315449
"can",-0.0147065063275002,0.0209748773739487
"imp:can",0.00294593376020479,0.000672503257493118
"I(imp^2)",-0.000198268497503313,0.000323018934366704
"I(can^2)",-0.000216957734776664,0.000180423269548456
