"X1","X2","X3","X4","X5"
1,2,3,4,5
0.306,0.326,0.304,0.325,0.081
37.481089873925,38.7582896704734,39.4210548622647,40.6884594346963,40.7441003588306
0,1.2771997965484,1.93996498833969,3.20736956077131,3.26301048490556
0.352,0.186,0.133,0.071,0.069
