"X1","X2","X3","X4","X5"
1,2,3,4,5
0.29,0.288,0.287,0.287,0.285
1650.21738106703,1651.38543883093,1652.13288781996,1652.21391657305,1652.57119836854
0,1.16805776389697,1.91550675292365,1.99653550601352,2.35381730150698
0.308,0.172,0.118,0.114,0.095
