"predictor","beta.est","beta.se"
"(Intercept)",-1.7242242256525,0.0892122243833862
"imp",-0.0214185328484218,0.00437609596815743
"can",1.96157443031924e-05,0.00151202525813721
"imp:can",-1.7351557757741e-05,2.78190235531506e-05
"I(imp^2)",-1.94694337195448e-05,3.76332425561027e-05
"I(can^2)",4.78096214804727e-06,8.80333497584639e-06
