"predictor","beta.est","beta.se"
"(Intercept)",-3.06962258770403,0.244621233045596
"imp",0.0825599239356973,0.0289318831539174
"can",0.00849939752190015,0.00635078684428687
"imp:can",-0.00139176204041449,0.000436729289553379
"I(imp^2)",-0.00250888246831171,0.000628128806105756
"I(can^2)",4.50754580273856e-05,4.08343905571148e-05
