"X1","X2","X3","X4","X5"
1,2,3,4,5
0.026,0.025,0.023,0.021,0.021
666.44813196502,666.631827738897,667.815763927614,668.349121212677,668.390807245118
0,0.183695773877275,1.3676319625938,1.90098924765709,1.94267528009789
0.235,0.214,0.118,0.091,0.089
