"X1","X2","X3","X4","X5"
1,2,3,4,5
0.179,0.175,0.175,0.172,0.172
1019.06056589243,1020.81193830524,1021.01623153755,1022.50736314987,1022.67625496325
0,1.75137241280265,1.95566564511489,3.44679725743765,3.61568907081778
0.386,0.161,0.145,0.069,0.063
