"predictor","beta.est","beta.se"
"(Intercept)",-0.789833435084338,0.115752894767696
"imp",0.020255030005636,0.00539980810832926
"can",0.0129190979621173,0.00442039222484179
"imp:can",-1.12030040146311e-05,5.01148520425507e-05
"I(imp^2)",-0.000304775572685147,7.5053126714391e-05
"I(can^2)",-0.000120733422693553,4.26156556869297e-05
