"X1","X2","X3","X4","X5"
1,2,3,4,5
0.108,0.104,0.132,0.104,0.117
141.155495185156,143.077541047968,143.127366530247,143.140781299153,143.251804546378
0,1.92204586281233,1.97187134509127,1.98528611399709,2.09630936122196
0.286,0.109,0.107,0.106,0.1
