"predictor","beta.est","beta.se"
"(Intercept)",-2.59374599607081,0.191137271640543
"imp",0.00192770528934954,0.00593767626062748
"can",-1.93355448428231e-05,0.0063314955741534
"imp:can",-1.14613061312276e-06,7.56573334510006e-05
"I(imp^2)",7.31630823125461e-05,5.424927299327e-05
"I(can^2)",-8.79014397225926e-05,5.35919663927156e-05
