"predictor","beta.est","beta.se"
"(Intercept)",-7.10213046320761,1.00895393982032
"imp",0.0254372177417218,0.0430523664387337
"can",0.00965881511588042,0.0245682265830664
"imp:can",0.000295406943489198,0.000330743763358675
"I(imp^2)",-0.00100603793425293,0.000864107896644143
"I(can^2)",0.000185187960275857,0.000156585055495252
