"predictor","beta.est","beta.se"
"(Intercept)",-5.49338306162327,1.1296937752435
"imp",-0.767685502684693,0.465067617222843
"can",-0.0181740244096458,0.0480011105216708
"imp:can",0.0145596625486916,0.00765008778093627
"I(imp^2)",-0.00133026670635381,0.00516112261653908
"I(can^2)",-0.000336993754529529,0.000457342334678878
