"predictor","beta.est","beta.se"
"(Intercept)",-0.477620760229959,0.113946272962967
"imp",-0.00593609445259851,0.00307169314397666
"can",0.00709098972361612,0.00443116916429215
"imp:can",-2.48582279133525e-05,4.20284453523582e-05
"I(imp^2)",-3.41597471306931e-06,2.18539488132637e-05
"I(can^2)",-0.000134934309306309,4.29648898135143e-05
