"predictor","beta.est","beta.se"
"(Intercept)",-2.79476325210654,0.237976811367314
"imp",-0.0708834861276332,0.0248420597277524
"can",-0.00233557941079853,0.00624790930815921
"imp:can",-0.00191315297827972,0.000616158902942278
"I(imp^2)",0.000196967680646567,0.00022714405677704
"I(can^2)",2.43756059203574e-06,3.69249141898469e-05
