"predictor","beta.est","beta.se"
"(Intercept)",-4.41861592223899,0.308428346582045
"imp",0.024546369326757,0.0164169535721192
"can",0.028640395169976,0.00660165881405412
"imp:can",9.19111121953017e-05,0.000125694588889173
"I(imp^2)",-0.000693329215508942,0.00029796124867235
"I(can^2)",-2.4586033886242e-05,3.6533176258552e-05
