"predictor","beta.est","beta.se"
"(Intercept)",-6.06342105814304,1.29450125222151
"imp",0.355246224469467,0.338902190075463
"can",0.0398779600747092,0.0776562006408893
"imp:can",0.01290346328051,0.00973460779701378
"I(imp^2)",-0.0592765676057861,0.031750575916944
"I(can^2)",-0.00229355315589814,0.00151227340057714
