"predictor","beta.est","beta.se"
"(Intercept)",-1.61362528286408,0.128871688090943
"imp",0.00460786787700611,0.0106528434738117
"can",0.0103030352671738,0.00307756099334283
"imp:can",-0.000202148848903232,0.000128267857458686
"I(imp^2)",-0.000697609713553321,0.000197942258321186
"I(can^2)",8.20974566775802e-06,1.80925616582976e-05
