"X1","X2","X3","X4","X5"
1,2,3,4,5
0.435,0.435,0.433,0.432,0.423
1206.48597098283,1207.29971129858,1208.43151684634,1208.48432313413,1218.6201497513
0,0.813740315752966,1.94554586350546,1.99835215129792,12.1341787684728
0.414,0.276,0.156,0.152,0.001
