"predictor","beta.est","beta.se"
"(Intercept)",-4.64108350254677,0.492132857057749
"imp",0.145434129870381,0.0461337346372369
"can",0.00519357670109754,0.0118961494403169
"imp:can",-0.00269397581181159,0.000800809666489905
"I(imp^2)",-0.00273113244093792,0.0008128662953914
"I(can^2)",1.92893034262073e-05,6.68451416779357e-05
