"predictor","beta.est","beta.se"
"(Intercept)",4.32078841045498,0.232585597876359
"imp",-0.0124040508344693,0.00882598106896443
"can",-0.0120364925616769,0.00612748381655602
"imp:can",0.000758581952916315,0.000223041448504088
"I(imp^2)",-0.000113920279616027,7.84749248487019e-05
"I(can^2)",2.64938413267019e-05,3.90563388178073e-05
