"X1","X2","X3","X4","X5"
1,2,3,4,5
0,0.00199561887798394,0.00328562008272559,0.0112081068937441,0.0140830841252472
-1856.54379152777,-1855.98030587732,-1855.2701570637,-1855.02386472504,-1854.67615681099
0,0.563485650453231,1.2736344640773,1.5199268027377,1.86763471678591
0.202,0.152,0.107,0.095,0.079
